# wind_disasters.csv,,,,,,,,,,
# file format as follows,,,,,,,,,,
# type,event_name ,num_killed ,damage ,start_year ,start_month ,start_day ,iso ,country_name ,region ,continent 
Cyclone , ,6,0,1996,12,4,IND ,India ,South Asia ,Asia 
Cyclone , ,25,0,1997,8,22,IND ,India ,South Asia ,Asia 
Tornado , ,250,0,1998,3,24,IND ,India ,South Asia ,Asia 
Cyclone ,03A ,2871,469000,1998,6,9,IND ,India ,South Asia ,Asia 
Cyclone , ,250,0,1998,10,18,IND ,India ,South Asia ,Asia 
Storm , ,100,0,1998,11,22,IND ,India ,South Asia ,Asia 
Cyclone ,O2a ,278,0,1999,5,20,IND ,India ,South Asia ,Asia 
Cyclone , ,84,470000,1999,10,18,IND ,India ,South Asia ,Asia 
Cyclone ,05B ,9843,2500000,1999,10,28,IND ,India ,South Asia ,Asia 
Cyclone , ,0,0,2000,10,17,IND ,India ,South Asia ,Asia 
Cyclone ,03B ,0,0,2000,11,29,IND ,India ,South Asia ,Asia 
Storm , ,21,0,2001,5,24,IND ,India ,South Asia ,Asia 
Cyclone , ,78,0,2001,10,0,IND ,India ,South Asia ,Asia 
Cyclone ,01A ,0,0,2001,5,28,IND ,India ,South Asia ,Asia 
Cyclone , ,9,416,2002,4,3,IND ,India ,South Asia ,Asia 
Storm , ,0,0,2002,4,11,IND ,India ,South Asia ,Asia 
Storm , ,11,0,2002,4,27,IND ,India ,South Asia ,Asia 
Cyclone , ,124,0,2002,11,13,IND ,India ,South Asia ,Asia 
Storm , ,20,0,2003,2,17,IND ,India ,South Asia ,Asia 
Winter , ,14,0,2003,2,19,IND ,India ,South Asia ,Asia 
Cyclone , ,5,0,2003,2,18,IND ,India ,South Asia ,Asia 
Storm , ,30,16000,2003,3,12,IND ,India ,South Asia ,Asia 
Cyclone , ,45,0,2003,4,22,IND ,India ,South Asia ,Asia 
Cyclone , ,0,0,2003,4,12,IND ,India ,South Asia ,Asia 
Cyclone , ,50,28000,2003,12,17,IND ,India ,South Asia ,Asia 
Storm , ,18,0,2005,3,23,IND ,India ,South Asia ,Asia 
Storm , ,20,0,2005,5,1,IND ,India ,South Asia ,Asia 
Storm , ,11,0,2005,5,4,IND ,India ,South Asia ,Asia 
Storm , ,33,0,2005,9,20,IND ,India ,South Asia ,Asia 
Cyclone , ,300,0,1956,12,0,IDN ,Indonesia ,South-east Asia ,Asia 
Cyclone , ,1650,0,1973,6,0,IDN ,Indonesia ,South-east Asia ,Asia 
Storm , ,10,0,1974,1,0,IDN ,Indonesia ,South-east Asia ,Asia 
Storm , ,25,0,1976,12,0,IDN ,Indonesia ,South-east Asia ,Asia 
Cyclone , ,1,0,1977,7,30,IDN ,Indonesia ,South-east Asia ,Asia 
Cyclone , ,0,0,1980,2,15,IDN ,Indonesia ,South-east Asia ,Asia 
Cyclone , ,2,0,1982,1,0,IDN ,Indonesia ,South-east Asia ,Asia 
Storm , ,0,0,1985,2,0,IDN ,Indonesia ,South-east Asia ,Asia 
Storm , ,4,0,2004,2,3,IDN ,Indonesia ,South-east Asia ,Asia 
Cyclone , ,0,0,2004,3,30,IDN ,Indonesia ,South-east Asia ,Asia 
Winter , ,60,0,1972,2,10,IRN ,Iran Islam Rep ,South Asia ,Asia 
Storm , ,14,0,1975,4,21,IRN ,Iran Islam Rep ,South Asia ,Asia 
Storm , ,200,0,1981,10,19,IRN ,Iran Islam Rep ,South Asia ,Asia 
Winter , ,22,0,1991,12,12,IRN ,Iran Islam Rep ,South Asia ,Asia 
Storm , ,0,0,1992,12,31,IRN ,Iran Islam Rep ,South Asia ,Asia 
Storm , ,0,15000,1993,5,25,IRN ,Iran Islam Rep ,South Asia ,Asia 
Winter , ,9,13300,1996,1,0,IRN ,Iran Islam Rep ,South Asia ,Asia 
Storm , ,3,0,2000,1,18,IRN ,Iran Islam Rep ,South Asia ,Asia 
Storm , ,0,240,2004,2,15,IRN ,Iran Islam Rep ,South Asia ,Asia 
Winter , ,0,0,2005,2,13,IRN ,Iran Islam Rep ,South Asia ,Asia 
Storm , ,10,0,1983,1,13,IRL ,Ireland ,European Union ,Europe 
Hurricane ,Charlie ,11,0,1986,8,25,IRL ,Ireland ,European Union ,Europe 
Winter , ,0,0,1990,2,11,IRL ,Ireland ,European Union ,Europe 
Storm ,Udine ,14,0,1991,1,5,IRL ,Ireland ,European Union ,Europe 
Storm , ,0,0,2000,11,0,IRL ,Ireland ,European Union ,Europe 
Winter , ,0,0,2000,12,27,IRL ,Ireland ,European Union ,Europe 
Storm , ,0,0,2005,1,7,IRL ,Ireland ,European Union ,Europe 
Winter , ,5,0,1991,12,12,ISR ,Israel ,West Asia ,Asia 
Winter , ,3,2750,2000,1,19,ISR ,Israel ,West Asia ,Asia 
Storm , ,80,0,1948,9,0,ITA ,Italy ,European Union ,Europe 
Tornado , ,37,0,1965,7,5,ITA ,Italy ,European Union ,Europe 
Cyclone , ,35,3200,1970,9,11,ITA ,Italy ,European Union ,Europe 
Storm , ,24,360000,1973,1,1,ITA ,Italy ,European Union ,Europe 
Storm , ,14,0,1973,7,14,ITA ,Italy ,European Union ,Europe 
Winter , ,0,120000,1973,10,0,ITA ,Italy ,European Union ,Europe 
Tornado , ,1,1000,1978,6,25,ITA ,Italy ,European Union ,Europe 
Storm , ,0,78000,1987,3,0,ITA ,Italy ,European Union ,Europe 
Storm , ,24,625700,1987,7,9,ITA ,Italy ,European Union ,Europe 
Storm , ,9,500000,1987,8,24,ITA ,Italy ,European Union ,Europe 
Storm , ,8,625000,1993,9,27,ITA ,Italy ,European Union ,Europe 
Tornado , ,3,0,1994,8,24,ITA ,Italy ,European Union ,Europe 
Storm , ,22,0,1997,11,23,ITA ,Italy ,European Union ,Europe 
Hurricane , ,65,0,1903,8,10,JAM ,Jamaica ,Caribbean ,Americas 
Hurricane , ,142,0,1912,11,18,JAM ,Jamaica ,Caribbean ,Americas 
Hurricane , ,57,0,1917,9,22,JAM ,Jamaica ,Caribbean ,Americas 
Hurricane , ,4,0,1923,9,22,JAM ,Jamaica ,Caribbean ,Americas 
Hurricane , ,10,0,1933,10,29,JAM ,Jamaica ,Caribbean ,Americas 
Hurricane , ,0,2000,1935,10,19,JAM ,Jamaica ,Caribbean ,Americas 
Hurricane , ,32,0,1944,8,20,JAM ,Jamaica ,Caribbean ,Americas 
Hurricane ,Charlie ,154,56000,1951,8,17,JAM ,Jamaica ,Caribbean ,Americas 
Hurricane ,Flora ,11,11525,1963,10,3,JAM ,Jamaica ,Caribbean ,Americas 
Tropical storm ,Gilda ,6,1700,1973,10,17,JAM ,Jamaica ,Caribbean ,Americas 
Hurricane ,Allen ,6,64000,1980,7,31,JAM ,Jamaica ,Caribbean ,Americas 
Hurricane ,Kate ,7,5200,1985,11,18,JAM ,Jamaica ,Caribbean ,Americas 
Hurricane ,Gilbert ,49,1000000,1988,9,12,JAM ,Jamaica ,Caribbean ,Americas 
Storm ,Gordon ,4,0,1994,11,12,JAM ,Jamaica ,Caribbean ,Americas 
Tropical storm ,Marco ,0,3000,1996,11,21,JAM ,Jamaica ,Caribbean ,Americas 
Hurricane ,Michelle ,1,2521900,2001,11,6,JAM ,Jamaica ,Caribbean ,Americas 
Hurricane ,Lili ,4,0,2002,9,30,JAM ,Jamaica ,Caribbean ,Americas 
Hurricane ,Isidore ,0,0,2002,9,18,JAM ,Jamaica ,Caribbean ,Americas 
Hurricane ,Charley ,1,0,2004,8,13,JAM ,Jamaica ,Caribbean ,Americas 
Hurricane ,Ivan ,15,595000,2004,9,11,JAM ,Jamaica ,Caribbean ,Americas 
Hurricane ,Dennis ,1,0,2005,7,7,JAM ,Jamaica ,Caribbean ,Americas 
Hurricane ,Emily ,4,0,2005,7,18,JAM ,Jamaica ,Caribbean ,Americas 
Hurricane ,Wilma ,1,0,2005,10,19,JAM ,Jamaica ,Caribbean ,Americas 
Typhoon , ,1000,20000,1912,9,0,JPN ,Japan ,East Asia ,Asia 
Typhoon , ,4000,50000,1917,9,0,JPN ,Japan ,East Asia ,Asia 
Typhoon , ,3000,10000,1923,9,0,JPN ,Japan ,East Asia ,Asia 
Typhoon , ,3006,50000,1934,9,21,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Makurazaki ,3746,400000,1945,9,18,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Akune ,451,0,1945,10,0,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Catherine ,1930,0,1947,9,15,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Lone ,868,0,1948,9,0,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Della ,419,0,1949,6,0,JPN ,Japan ,East Asia ,Asia 
Typhoon , ,38,0,1949,7,0,JPN ,Japan ,East Asia ,Asia 
Typhoon , ,160,0,1949,9,0,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Jane ,509,0,1950,9,0,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Ruth ,943,0,1951,10,0,JPN ,Japan ,East Asia ,Asia 
Storm , ,176,0,1952,7,0,JPN ,Japan ,East Asia ,Asia 
Typhoon , ,250,0,1953,9,25,JPN ,Japan ,East Asia ,Asia 
Typhoon , ,29,0,1953,6,0,JPN ,Japan ,East Asia ,Asia 
Storm , ,419,0,1954,5,0,JPN ,Japan ,East Asia ,Asia 
Typhoon , ,1761,0,1954,9,26,JPN ,Japan ,East Asia ,Asia 
Typhoon , ,46,0,1954,8,0,JPN ,Japan ,East Asia ,Asia 
Typhoon , ,27,0,1954,9,0,JPN ,Japan ,East Asia ,Asia 
Storm , ,198,0,1955,2,0,JPN ,Japan ,East Asia ,Asia 
Typhoon , ,72,0,1955,10,0,JPN ,Japan ,East Asia ,Asia 
Typhoon , ,46,0,1956,8,0,JPN ,Japan ,East Asia ,Asia 
Storm , ,44,0,1956,10,0,JPN ,Japan ,East Asia ,Asia 
Typhoon , ,109,0,1957,9,0,JPN ,Japan ,East Asia ,Asia 
Typhoon , ,681,0,1958,9,21,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Ida ,1175,0,1958,9,27,JPN ,Japan ,East Asia ,Asia 
Typhoon , ,49,0,1958,7,0,JPN ,Japan ,East Asia ,Asia 
Typhoon , ,45,0,1958,8,0,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Vera ,5098,600000,1959,9,26,JPN ,Japan ,East Asia ,Asia 
Typhoon , ,139,0,1959,8,0,JPN ,Japan ,East Asia ,Asia 
Typhoon , ,27,0,1959,10,0,JPN ,Japan ,East Asia ,Asia 
Typhoon , ,41,0,1960,8,0,JPN ,Japan ,East Asia ,Asia 
Typhoon , ,202,0,1961,9,16,JPN ,Japan ,East Asia ,Asia 
Storm , ,94,0,1961,10,0,JPN ,Japan ,East Asia ,Asia 
Storm , ,86,0,1963,2,0,JPN ,Japan ,East Asia ,Asia 
Storm , ,47,0,1963,7,0,JPN ,Japan ,East Asia ,Asia 
Typhoon , ,0,0,1963,9,0,JPN ,Japan ,East Asia ,Asia 
Typhoon , ,42,0,1964,9,0,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Dinah ,61,0,1965,6,10,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Jean ,26,0,1965,8,6,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Shirley ,60,0,1965,9,10,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Kit ,44,0,1966,6,28,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Alice & Cora ,314,7900,1966,9,17,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Billie ,263,0,1967,7,9,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Diana ,27,0,1967,10,28,JPN ,Japan ,East Asia ,Asia 
Typhoon , ,22,0,1968,7,28,JPN ,Japan ,East Asia ,Asia 
Typhoon , ,0,0,1968,9,0,JPN ,Japan ,East Asia ,Asia 
Typhoon , ,102,0,1968,8,0,JPN ,Japan ,East Asia ,Asia 
Storm , ,72,0,1969,7,7,JPN ,Japan ,East Asia ,Asia 
Typhoon , ,135,0,1971,8,5,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Helen ,50,0,1972,9,16,JPN ,Japan ,East Asia ,Asia 
Storm , ,101,0,1973,11,0,JPN ,Japan ,East Asia ,Asia 
Typhoon , ,33,0,1974,7,6,JPN ,Japan ,East Asia ,Asia 
Storm , ,108,400000,1974,7,11,JPN ,Japan ,East Asia ,Asia 
Typhoon , ,143,0,1974,5,29,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Phyllis ,68,505000,1975,8,15,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Fran ,169,800000,1976,9,8,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Vera ,16,0,1977,7,31,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Babe ,16,0,1977,9,12,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Irma ,6,0,1978,9,15,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Tip ,71,0,1979,10,20,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Orchid ,7,0,1980,9,11,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Phyllis ,7,0,1981,8,6,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Thad ,40,0,1981,8,23,JPN ,Japan ,East Asia ,Asia 
Storm , ,33,0,1981,1,8,JPN ,Japan ,East Asia ,Asia 
Storm , ,83,0,1981,2,0,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Bess ,80,137000,1982,8,2,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Ellis ,12,18000,1982,8,25,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Judy ,26,57000,1982,9,2,JPN ,Japan ,East Asia ,Asia 
Storm , ,100,0,1982,7,3,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Forest ,44,0,1983,9,28,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Irma ,19,0,1985,7,1,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Pat ,30,99500,1985,9,1,JPN ,Japan ,East Asia ,Asia 
Winter , ,0,0,1986,4,0,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Sarah ,17,200000,1986,8,4,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Kelly ,8,0,1987,10,16,JPN ,Japan ,East Asia ,Asia 
Typhoon , ,15,0,1989,8,0,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Sarah ,0,0,1989,9,10,JPN ,Japan ,East Asia ,Asia 
Tornado , ,0,13000,1990,12,12,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Flo ,40,269900,1990,9,17,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Gladys ,10,0,1991,8,20,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Caitlin ,0,81500,1991,7,26,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Kinna ,6,0,1991,9,14,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Luke ,18,0,1991,9,19,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Mireille (n°19) ,66,10000000,1991,9,27,JPN ,Japan ,East Asia ,Asia 
Winter , ,0,0,1992,1,31,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Yancy ,11,0,1992,9,3,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Yancy ,48,129000,1993,9,5,JPN ,Japan ,East Asia ,Asia 
Winter , ,18,0,1993,5,5,JPN ,Japan ,East Asia ,Asia 
Winter , ,0,0,1994,2,12,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Kirk ,6,0,1996,8,14,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Oliwa ,4,0,1997,9,16,JPN ,Japan ,East Asia ,Asia 
Winter , ,1,0,1998,1,9,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Rex ,14,0,1998,8,27,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Vicky ,12,0,1998,9,22,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Zeb ,12,0,1998,10,18,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Stella ,2,0,1998,9,18,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Bart ,26,5000000,1999,9,22,JPN ,Japan ,East Asia ,Asia 
Storm , ,0,350000,2000,5,24,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Kirogi ,2,0,2000,7,8,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Saomai ,9,10000,2000,9,11,JPN ,Japan ,East Asia ,Asia 
Winter , ,5,0,2001,1,20,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Pabuk ,9,800000,2001,8,21,JPN ,Japan ,East Asia ,Asia 
Storm , ,1,0,2001,6,20,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Danas ,7,500000,2001,9,10,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Halong ,0,0,2002,7,15,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Chata'an ,5,0,2002,7,5,JPN ,Japan ,East Asia ,Asia 
Winter , ,0,0,2002,12,9,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Etau ,20,0,2003,8,8,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Maemi ,1,0,2003,9,12,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Dianmu ,6,0,2004,6,21,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Megi ,11,0,2004,8,17,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Aere ,2,0,2004,8,23,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Chaba ,16,2000000,2004,8,30,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Songda ,41,6000000,2004,9,5,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Meari ,25,0,2004,9,26,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Ma-on ,11,603000,2004,10,4,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Tokage ,89,2300000,2004,10,20,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Mawar ,3,0,2005,8,25,JPN ,Japan ,East Asia ,Asia 
Typhoon ,Nabi ,27,36900,2005,9,4,JPN ,Japan ,East Asia ,Asia 
Winter , ,100,0,2005,12,9,JPN ,Japan ,East Asia ,Asia 
Winter , ,2,0,1991,12,12,JOR ,Jordan ,West Asia ,Asia 
Winter , ,9,0,2000,1,24,JOR ,Jordan ,West Asia ,Asia 
Storm , ,5,0,2002,12,20,JOR ,Jordan ,West Asia ,Asia 
Storm , ,112,3000,1995,12,20,KAZ ,Kazakhstan ,Russian Federation ,Asia 
Storm , ,50,0,1988,4,0,KEN ,Kenya ,East Africa ,Africa 
Cyclone ,Bebe ,3,0,1972,10,21,KIR ,Kiribati ,Oceania ,Oceania 
Typhoon ,Robyn ,6,0,1993,8,8,PRK ,Korea Dem P Rep ,East Asia ,Asia 
Typhoon ,Prapiroon ('12') ,46,6000000,2000,8,31,PRK ,Korea Dem P Rep ,East Asia ,Asia 
Typhoon ,Rusa ,3,0,2002,8,31,PRK ,Korea Dem P Rep ,East Asia ,Asia 
Typhoon , ,1104,0,1936,8,28,KOR ,Korea Rep ,East Asia ,Asia 
Typhoon , ,238,0,1957,7,0,KOR ,Korea Rep ,East Asia ,Asia 
Typhoon ,Sarah ,432,0,1959,9,17,KOR ,Korea Rep ,East Asia ,Asia 
Storm , ,210,1000,1964,9,13,KOR ,Korea Rep ,East Asia ,Asia 
Storm , ,18,3000,1968,10,24,KOR ,Korea Rep ,East Asia ,Asia 
Storm , ,85,0,1969,8,6,KOR ,Korea Rep ,East Asia ,Asia 
Storm , ,39,5100,1970,7,3,KOR ,Korea Rep ,East Asia ,Asia 
Storm , ,64,0,1971,7,27,KOR ,Korea Rep ,East Asia ,Asia 
Storm , ,45,0,1971,7,0,KOR ,Korea Rep ,East Asia ,Asia 
Typhoon ,Carmen ,0,19000,1978,8,0,KOR ,Korea Rep ,East Asia ,Asia 
Typhoon ,Judy ,115,40000,1979,8,26,KOR ,Korea Rep ,East Asia ,Asia 
Typhoon , ,150,0,1980,7,0,KOR ,Korea Rep ,East Asia ,Asia 
Typhoon ,Orchid ,15,7220,1980,9,15,KOR ,Korea Rep ,East Asia ,Asia 
Typhoon ,Agnes ,113,134000,1981,8,31,KOR ,Korea Rep ,East Asia ,Asia 
Typhoon ,Cecil ,63,30000,1982,8,14,KOR ,Korea Rep ,East Asia ,Asia 
Typhoon ,Ellis ,5,0,1982,8,27,KOR ,Korea Rep ,East Asia ,Asia 
Typhoon ,Brenda ,57,14000,1985,10,5,KOR ,Korea Rep ,East Asia ,Asia 
Typhoon ,Vera ,33,10900,1986,8,30,KOR ,Korea Rep ,East Asia ,Asia 
Typhoon ,Thelma ,483,325000,1987,7,16,KOR ,Korea Rep ,East Asia ,Asia 
Typhoon ,Vernon ,136,200000,1987,7,26,KOR ,Korea Rep ,East Asia ,Asia 
Typhoon ,Judy ,109,176500,1989,7,24,KOR ,Korea Rep ,East Asia ,Asia 
Winter , ,27,6000,1990,2,1,KOR ,Korea Rep ,East Asia ,Asia 
Typhoon ,Gladys ,100,519500,1991,8,23,KOR ,Korea Rep ,East Asia ,Asia 
Cyclone ,Ted ,0,0,1992,9,22,KOR ,Korea Rep ,East Asia ,Asia 
Storm , ,32,29393,1993,6,0,KOR ,Korea Rep ,East Asia ,Asia 
Typhoon ,Brendan ,28,8000,1994,8,0,KOR ,Korea Rep ,East Asia ,Asia 
Typhoon ,Faye ,41,140000,1995,7,23,KOR ,Korea Rep ,East Asia ,Asia 
Winter , ,26,0,1998,1,16,KOR ,Korea Rep ,East Asia ,Asia 
Storm , ,19,0,1998,3,20,KOR ,Korea Rep ,East Asia ,Asia 
Storm ,Yanni ,55,25900,1998,9,28,KOR ,Korea Rep ,East Asia ,Asia 
Typhoon ,Bart ,4,4268,1999,9,22,KOR ,Korea Rep ,East Asia ,Asia 
Typhoon ,Prapiroon (Typhoon n°12) ,25,11300,2000,8,31,KOR ,Korea Rep ,East Asia ,Asia 
Typhoon ,Saomai ,8,71000,2000,9,16,KOR ,Korea Rep ,East Asia ,Asia 
Winter , ,11,290000,2001,1,8,KOR ,Korea Rep ,East Asia ,Asia 
Storm , ,16,0,2002,7,13,KOR ,Korea Rep ,East Asia ,Asia 
Typhoon ,Rusa ,80,215000,2002,8,31,KOR ,Korea Rep ,East Asia ,Asia 
Typhoon ,Maemi ,130,5500000,2003,9,12,KOR ,Korea Rep ,East Asia ,Asia 
Winter , ,0,570000,2004,3,5,KOR ,Korea Rep ,East Asia ,Asia 
Typhoon ,Dianmu ,6,0,2004,6,18,KOR ,Korea Rep ,East Asia ,Asia 
Typhoon ,Megi ,8,0,2004,8,19,KOR ,Korea Rep ,East Asia ,Asia 
Typhoon ,Nabi ,5,0,2005,9,8,KOR ,Korea Rep ,East Asia ,Asia 
Storm , ,0,150,1991,0,0,LAO ,Lao P Dem Rep ,South-east Asia ,Asia 
Typhoon ,Zeke & Fred ,22,3650,1992,7,10,LAO ,Lao P Dem Rep ,South-east Asia ,Asia 
Storm ,Lewis & Winona ,8,302151,1993,7,0,LAO ,Lao P Dem Rep ,South-east Asia ,Asia 
Typhoon , ,26,0,1995,8,1,LAO ,Lao P Dem Rep ,South-east Asia ,Asia 
Storm , ,0,0,2005,1,9,LVA ,Latvia ,Russian Federation ,Europe 
Winter , ,25,155000,1992,2,1,LBN ,Lebanon ,West Asia ,Asia 
Storm , ,0,0,2002,12,20,LBN ,Lebanon ,West Asia ,Asia 
Storm , ,0,0,1989,5,0,LSO ,Lesotho ,Southern Africa ,Africa 
Storm , ,0,0,1996,11,8,LSO ,Lesotho ,Southern Africa ,Africa 
Storm , ,0,0,1996,12,6,LSO ,Lesotho ,Southern Africa ,Africa 
Storm , ,0,0,2001,12,19,LSO ,Lesotho ,Southern Africa ,Africa 
Storm , ,1,0,2001,12,0,LSO ,Lesotho ,Southern Africa ,Africa 
Storm , ,0,0,1995,8,11,LBR ,Liberia ,West Africa ,Africa 
Storm , ,6,4600,1993,1,15,LTU ,Lithuania ,Russian Federation ,Europe 
Typhoon ,Koryn ,0,0,1993,6,27,MAC ,Macau ,East Asia ,Asia 
Typhoon ,Tasha ,0,0,1993,8,20,MAC ,Macau ,East Asia ,Asia 
Storm ,Becky ,0,0,1993,9,17,MAC ,Macau ,East Asia ,Asia 
Typhoon ,Dot ,0,0,1993,9,26,MAC ,Macau ,East Asia ,Asia 
Winter , ,1,0,2005,1,0,MKD ,Macedonia FRY ,Rest of Europe ,Europe 
Cyclone ,Georgette ,29,3100,1968,1,0,MDG ,Madagascar ,East Africa ,Africa 
Cyclone ,Dany ,81,5000,1969,2,5,MDG ,Madagascar ,East Africa ,Africa 
Cyclone ,Jane ,70,11400,1970,2,23,MDG ,Madagascar ,East Africa ,Africa 
Cyclone ,Eugenie ,91,12420,1972,2,14,MDG ,Madagascar ,East Africa ,Africa 
Cyclone ,Deborah & Ines ,7,0,1975,1,0,MDG ,Madagascar ,East Africa ,Africa 
Cyclone , ,16,17000,1976,1,10,MDG ,Madagascar ,East Africa ,Africa 
Cyclone ,Emilie ,10,350000,1977,2,1,MDG ,Madagascar ,East Africa ,Africa 
Cyclone ,Angele ,70,29000,1978,12,28,MDG ,Madagascar ,East Africa ,Africa 
Cyclone , ,107,250000,1981,12,20,MDG ,Madagascar ,East Africa ,Africa 
Cyclone ,Benedic; Electre; Frida; Justine ,100,250000,1982,3,24,MDG ,Madagascar ,East Africa ,Africa 
Cyclone , ,42,25000,1983,12,10,MDG ,Madagascar ,East Africa ,Africa 
Cyclone ,Kamisy ,68,250000,1984,4,9,MDG ,Madagascar ,East Africa ,Africa 
Cyclone ,Honorinina ,99,150000,1986,3,15,MDG ,Madagascar ,East Africa ,Africa 
Cyclone ,Alibera ,46,0,1989,12,31,MDG ,Madagascar ,East Africa ,Africa 
Cyclone ,Cynthia ,36,0,1991,2,16,MDG ,Madagascar ,East Africa ,Africa 
Cyclone ,Daisy; Geralda ,200,10000,1994,1,13,MDG ,Madagascar ,East Africa ,Africa 
Cyclone ,Nadya ,12,0,1994,3,23,MDG ,Madagascar ,East Africa ,Africa 
Cyclone ,Litanne ,0,0,1994,3,16,MDG ,Madagascar ,East Africa ,Africa 
Cyclone ,Bonita ,9,0,1996,1,10,MDG ,Madagascar ,East Africa ,Africa 
Cyclone ,Gretelle ,140,0,1997,1,24,MDG ,Madagascar ,East Africa ,Africa 
Cyclone ,Josie ,34,0,1997,2,11,MDG ,Madagascar ,East Africa ,Africa 
Cyclone ,Eline; Gloria ,130,0,2000,2,17,MDG ,Madagascar ,East Africa ,Africa 
Cyclone ,Hudah ,23,0,2000,4,2,MDG ,Madagascar ,East Africa ,Africa 
Cyclone ,Cyprien ,2,181,2002,1,2,MDG ,Madagascar ,East Africa ,Africa 
Cyclone ,Hary ,1,0,2002,3,9,MDG ,Madagascar ,East Africa ,Africa 
Cyclone ,Kesiny ,20,0,2002,5,9,MDG ,Madagascar ,East Africa ,Africa 
Cyclone ,Fari ,0,0,2003,1,29,MDG ,Madagascar ,East Africa ,Africa 
Cyclone ,Manou ,89,0,2003,5,8,MDG ,Madagascar ,East Africa ,Africa 
Tropical storm ,Cela ,0,0,2003,12,9,MDG ,Madagascar ,East Africa ,Africa 
Cyclone ,Elita ,32,0,2004,1,26,MDG ,Madagascar ,East Africa ,Africa 
Cyclone ,Galifo ,363,250000,2004,3,7,MDG ,Madagascar ,East Africa ,Africa 
Cyclone ,Ernest ,80,0,2005,1,22,MDG ,Madagascar ,East Africa ,Africa 
Storm , ,11,0,2005,12,17,MWI ,Malawi ,East Africa ,Africa 
Storm , ,21,0,1968,1,7,MYS ,Malaysia ,South-east Asia ,Asia 
Typhoon ,Greg ,270,0,1996,12,26,MYS ,Malaysia ,South-east Asia ,Asia 
