# wind_disasters.csv,,,,,,,,,,
# file format as follows,,,,,,,,,,
# type,event_name ,num_killed ,damage ,start_year ,start_month ,start_day ,iso ,country_name ,region ,continent 
Hurricane ,Rick ,0,0,1997,11,11,MEX ,Mexico ,Central America ,Americas 
Storm , ,4,0,1998,2,24,MEX ,Mexico ,Central America ,Americas 
Hurricane ,Isis ,2,0,1998,9,2,MEX ,Mexico ,Central America ,Americas 
Storm ,Madeline & Lester ,240,0,1998,9,4,MEX ,Mexico ,Central America ,Americas 
Hurricane ,Greg ,9,0,1999,9,6,MEX ,Mexico ,Central America ,Americas 
Storm ,Norman ,8,0,2000,9,21,MEX ,Mexico ,Central America ,Americas 
Hurricane ,Keith ,23,0,2000,9,29,MEX ,Mexico ,Central America ,Americas 
Tropical storm ,Dalila ,0,0,2001,7,25,MEX ,Mexico ,Central America ,Americas 
Hurricane ,Juliette ,3,400000,2001,9,24,MEX ,Mexico ,Central America ,Americas 
Tropical storm ,Lorena ,0,0,2001,10,3,MEX ,Mexico ,Central America ,Americas 
Tropical storm ,Chantal ,0,0,2001,8,21,MEX ,Mexico ,Central America ,Americas 
Tropical storm ,Isidore ,4,0,2002,9,20,MEX ,Mexico ,Central America ,Americas 
Tropical storm ,Julio ,0,0,2002,9,25,MEX ,Mexico ,Central America ,Americas 
Hurricane ,Kenna ,1,0,2002,10,25,MEX ,Mexico ,Central America ,Americas 
Hurricane ,Marty ,2,100000,2003,9,22,MEX ,Mexico ,Central America ,Americas 
Hurricane ,Ignacio ,2,0,2003,8,24,MEX ,Mexico ,Central America ,Americas 
Tropical storm ,Earl ,20,0,2004,8,15,MEX ,Mexico ,Central America ,Americas 
Hurricane ,Emily ,2,26745,2005,7,18,MEX ,Mexico ,Central America ,Americas 
Tropical storm ,Bret ,2,0,2005,6,29,MEX ,Mexico ,Central America ,Americas 
Hurricane ,Stan ,15,0,2005,10,1,MEX ,Mexico ,Central America ,Americas 
Hurricane ,Wilma ,7,0,2005,10,19,MEX ,Mexico ,Central America ,Americas 
Tropical storm ,Nina ,5,6000,1987,11,21,FSM ,Micronesia Fed States ,Oceania ,Oceania 
Typhoon ,Mitag ,0,0,2002,3,3,FSM ,Micronesia Fed States ,Oceania ,Oceania 
Tropical storm ,Chata'an ,47,0,2002,7,1,FSM ,Micronesia Fed States ,Oceania ,Oceania 
Typhoon ,Lupit ,0,0,2003,11,21,FSM ,Micronesia Fed States ,Oceania ,Oceania 
Typhoon ,Sudal ,1,0,2004,4,9,FSM ,Micronesia Fed States ,Oceania ,Oceania 
Storm , ,3,0,1994,11,11,MDA ,Moldova Rep ,Russian Federation ,Europe 
Storm , ,0,31600,2000,11,26,MDA ,Moldova Rep ,Russian Federation ,Europe 
Winter , ,36,0,1990,4,21,MNG ,Mongolia ,East Asia ,Asia 
Winter , ,6,0,1991,4,21,MNG ,Mongolia ,East Asia ,Asia 
Storm , ,7,10000,1993,3,14,MNG ,Mongolia ,East Asia ,Asia 
Winter , ,4,80000,2000,1,0,MNG ,Mongolia ,East Asia ,Asia 
Winter , ,19,0,2000,12,0,MNG ,Mongolia ,East Asia ,Asia 
Winter , ,16,0,2001,4,7,MNG ,Mongolia ,East Asia ,Asia 
Winter , ,0,0,2002,1,0,MNG ,Mongolia ,East Asia ,Asia 
Winter ,Dzud ,3,0,2002,12,0,MNG ,Mongolia ,East Asia ,Asia 
Hurricane , ,0,0,1928,9,12,MSR ,Montserrat ,Caribbean ,Americas 
Hurricane ,Hugo ,11,240000,1989,9,17,MSR ,Montserrat ,Caribbean ,Americas 
Hurricane ,Gustav ,0,0,1990,8,27,MSR ,Montserrat ,Caribbean ,Americas 
Storm , ,14,0,1996,6,16,MAR ,Morocco ,North Africa ,Africa 
Cyclone , ,107,0,1956,4,0,MOZ ,Mozambique ,East Africa ,Africa 
Storm , ,3,0,1977,10,22,MOZ ,Mozambique ,East Africa ,Africa 
Cyclone ,Angele ,4,0,1978,12,23,MOZ ,Mozambique ,East Africa ,Africa 
Cyclone ,Domoina ,109,75000,1984,1,28,MOZ ,Mozambique ,East Africa ,Africa 
Storm , ,0,0,1985,3,26,MOZ ,Mozambique ,East Africa ,Africa 
Cyclone ,Filao ,100,0,1988,3,1,MOZ ,Mozambique ,East Africa ,Africa 
Cyclone ,Nadya ,240,0,1994,3,26,MOZ ,Mozambique ,East Africa ,Africa 
Cyclone ,Hudah ,1,0,2000,4,2,MOZ ,Mozambique ,East Africa ,Africa 
Storm , ,9,0,2000,11,18,MOZ ,Mozambique ,East Africa ,Africa 
Storm , ,5,0,2000,11,26,MOZ ,Mozambique ,East Africa ,Africa 
Storm , ,3,0,2002,10,25,MOZ ,Mozambique ,East Africa ,Africa 
Cyclone ,Japhet ,11,0,2003,3,3,MOZ ,Mozambique ,East Africa ,Africa 
Cyclone , ,600,0,1902,5,4,MMR ,Myanmar ,South-east Asia ,Asia 
Cyclone , ,6,0,1923,5,7,MMR ,Myanmar ,South-east Asia ,Asia 
Cyclone , ,2700,0,1926,5,19,MMR ,Myanmar ,South-east Asia ,Asia 
Cyclone , ,1000,0,1936,4,21,MMR ,Myanmar ,South-east Asia ,Asia 
Cyclone , ,0,0,1963,5,25,MMR ,Myanmar ,South-east Asia ,Asia 
Cyclone , ,100,1000,1965,10,23,MMR ,Myanmar ,South-east Asia ,Asia 
Cyclone , ,100,5000,1967,5,16,MMR ,Myanmar ,South-east Asia ,Asia 
Cyclone , ,178,3200,1967,10,23,MMR ,Myanmar ,South-east Asia ,Asia 
Cyclone , ,1070,2500,1968,5,10,MMR ,Myanmar ,South-east Asia ,Asia 
Cyclone , ,200,0,1975,5,0,MMR ,Myanmar ,South-east Asia ,Asia 
Cyclone , ,0,0,1978,5,17,MMR ,Myanmar ,South-east Asia ,Asia 
Cyclone , ,11,0,1982,5,4,MMR ,Myanmar ,South-east Asia ,Asia 
Cyclone , ,17,10000,1994,5,2,MMR ,Myanmar ,South-east Asia ,Asia 
Cyclone , ,236,688,2004,5,19,MMR ,Myanmar ,South-east Asia ,Asia 
Storm , ,1,0,1986,3,20,NPL ,Nepal ,South Asia ,Asia 
Storm , ,0,3600,1986,5,30,NPL ,Nepal ,South Asia ,Asia 
Storm , ,0,0,1987,0,0,NPL ,Nepal ,South Asia ,Asia 
Storm , ,70,0,1988,3,12,NPL ,Nepal ,South Asia ,Asia 
Storm , ,6,0,1991,3,0,NPL ,Nepal ,South Asia ,Asia 
Storm , ,20,0,1996,5,12,NPL ,Nepal ,South Asia ,Asia 
Storm , ,0,0,1972,11,12,NLD ,Netherlands ,European Union ,Europe 
Winter ,Capella ,0,0,1976,1,2,NLD ,Netherlands ,European Union ,Europe 
Storm , ,0,0,1984,11,21,NLD ,Netherlands ,European Union ,Europe 
Storm , ,0,0,1985,8,0,NLD ,Netherlands ,European Union ,Europe 
Winter , ,0,0,1986,10,20,NLD ,Netherlands ,European Union ,Europe 
Winter ,Daria ,21,1790250,1990,1,0,NLD ,Netherlands ,European Union ,Europe 
Storm , ,2,0,1997,6,8,NLD ,Netherlands ,European Union ,Europe 
Storm ,Jeanett ,4,99464,2002,10,26,NLD ,Netherlands ,European Union ,Europe 
Storm , ,0,0,2005,1,8,NLD ,Netherlands ,European Union ,Europe 
Hurricane ,Alice ,0,0,1954,12,30,ANT ,Netherlands Antilles ,Caribbean ,Americas 
Hurricane ,Donna ,0,0,1960,9,4,ANT ,Netherlands Antilles ,Caribbean ,Americas 
Hurricane ,Hugo ,0,0,1989,9,17,ANT ,Netherlands Antilles ,Caribbean ,Americas 
Hurricane ,Luis ,2,15151,1995,9,5,ANT ,Netherlands Antilles ,Caribbean ,Americas 
Cyclone , ,3,0,1939,3,25,NCL ,New Caledonia ,Oceania ,Oceania 
Cyclone , ,2,0,1948,3,13,NCL ,New Caledonia ,Oceania ,Oceania 
Cyclone , ,2,0,1951,2,26,NCL ,New Caledonia ,Oceania ,Oceania 
Cyclone , ,1,0,1955,3,4,NCL ,New Caledonia ,Oceania ,Oceania 
Cyclone ,Beatrice ,1,700,1959,1,18,NCL ,New Caledonia ,Oceania ,Oceania 
Cyclone ,Brenda ,0,0,1968,1,19,NCL ,New Caledonia ,Oceania ,Oceania 
Cyclone ,Colleen ,0,3000,1969,2,2,NCL ,New Caledonia ,Oceania ,Oceania 
Tropical storm , ,3,0,1972,6,2,NCL ,New Caledonia ,Oceania ,Oceania 
Cyclone ,Alison ,0,0,1975,3,7,NCL ,New Caledonia ,Oceania ,Oceania 
Cyclone ,David ,0,0,1976,1,16,NCL ,New Caledonia ,Oceania ,Oceania 
Cyclone ,Cliff ,1,0,1981,2,11,NCL ,New Caledonia ,Oceania ,Oceania 
Cyclone ,Freda ,0,0,1981,3,5,NCL ,New Caledonia ,Oceania ,Oceania 
Cyclone ,Gyan ,3,200,1981,12,23,NCL ,New Caledonia ,Oceania ,Oceania 
Cyclone ,Delilah ,2,0,1989,1,2,NCL ,New Caledonia ,Oceania ,Oceania 
Cyclone ,Frank ,0,0,1999,2,23,NCL ,New Caledonia ,Oceania ,Oceania 
Tropical storm ,Erica ,2,40000,2003,3,13,NCL ,New Caledonia ,Oceania ,Oceania 
Cyclone ,Giselle ,50,0,1968,4,14,NZL ,New Zealand ,Oceania ,Oceania 
Cyclone ,Bola ,6,0,1988,3,7,NZL ,New Zealand ,Oceania ,Oceania 
Storm , ,0,0,1992,7,22,NZL ,New Zealand ,Oceania ,Oceania 
Winter , ,0,51500,1992,8,24,NZL ,New Zealand ,Oceania ,Oceania 
Storm ,Fergus ,1,0,1996,12,30,NZL ,New Zealand ,Oceania ,Oceania 
Storm ,Drena ,3,0,1997,1,11,NZL ,New Zealand ,Oceania ,Oceania 
Storm , ,0,0,2000,10,11,NZL ,New Zealand ,Oceania ,Oceania 
Storm , ,2,3000,2003,10,3,NZL ,New Zealand ,Oceania ,Oceania 
Tornado , ,0,10000,2005,3,10,NZL ,New Zealand ,Oceania ,Oceania 
Hurricane ,Edith ,35,380,1971,9,9,NIC ,Nicaragua ,Central America ,Americas 
Tropical storm ,Alleta ,71,356000,1982,5,23,NIC ,Nicaragua ,Central America ,Americas 
Hurricane ,Joan ,130,400000,1988,10,22,NIC ,Nicaragua ,Central America ,Americas 
Tropical storm ,Bret ,37,0,1993,8,10,NIC ,Nicaragua ,Central America ,Americas 
Hurricane ,Cesar ,42,10000,1996,7,28,NIC ,Nicaragua ,Central America ,Americas 
Hurricane ,Mitch ,3332,987700,1998,10,25,NIC ,Nicaragua ,Central America ,Americas 
Hurricane ,Keith ,1,0,2000,9,29,NIC ,Nicaragua ,Central America ,Americas 
Tornado , ,1,0,2000,10,9,NIC ,Nicaragua ,Central America ,Americas 
Hurricane ,Michelle ,16,0,2001,11,1,NIC ,Nicaragua ,Central America ,Americas 
Hurricane ,Isidore ,0,0,2002,9,22,NIC ,Nicaragua ,Central America ,Americas 
Storm , ,0,0,2004,6,12,NIC ,Nicaragua ,Central America ,Americas 
Hurricane ,Stan ,3,0,2005,10,1,NIC ,Nicaragua ,Central America ,Americas 
Hurricane ,Beta ,4,0,2005,10,30,NIC ,Nicaragua ,Central America ,Americas 
Storm , ,4,0,2002,8,12,NER ,Niger ,West Africa ,Africa 
Storm , ,100,0,1978,3,22,NGA ,Nigeria ,West Africa ,Africa 
Storm , ,100,0,1999,4,9,NGA ,Nigeria ,West Africa ,Africa 
Cyclone , ,0,1500,1959,2,26,NIU ,Niue ,Oceania ,Oceania 
Cyclone ,Corine ,0,41,1960,1,18,NIU ,Niue ,Oceania ,Oceania 
Cyclone , ,0,0,1968,2,10,NIU ,Niue ,Oceania ,Oceania 
Cyclone ,Ofa ,0,0,1990,2,4,NIU ,Niue ,Oceania ,Oceania 
Cyclone ,Heta ,1,0,2004,1,6,NIU ,Niue ,Oceania ,Oceania 
Storm , ,0,0,1992,1,1,NOR ,Norway ,Rest of Europe ,Europe 
Hurricane , ,0,3000,1993,1,3,NOR ,Norway ,Rest of Europe ,Europe 
Storm , ,0,0,2005,1,13,NOR ,Norway ,Rest of Europe ,Europe 
Cyclone , ,105,0,1977,5,0,OMN ,Oman ,West Asia ,Asia 
Storm , ,2,0,1977,6,12,OMN ,Oman ,West Asia ,Asia 
Storm , ,26,0,1981,5,8,OMN ,Oman ,West Asia ,Asia 
Tropical storm , ,7,0,2002,5,10,OMN ,Oman ,West Asia ,Asia 
Storm , ,30,1000,2003,4,14,OMN ,Oman ,West Asia ,Asia 
Storm , ,0,0,1926,9,1,PAK ,Pakistan ,South Asia ,Asia 
Storm , ,0,0,1939,3,10,PAK ,Pakistan ,South Asia ,Asia 
Cyclone , ,0,0,1944,7,27,PAK ,Pakistan ,South Asia ,Asia 
Cyclone , ,450,4100,1964,6,12,PAK ,Pakistan ,South Asia ,Asia 
Cyclone , ,10000,0,1965,12,15,PAK ,Pakistan ,South Asia ,Asia 
Storm , ,18,0,1980,6,13,PAK ,Pakistan ,South Asia ,Asia 
Tornado , ,56,0,1981,3,10,PAK ,Pakistan ,South Asia ,Asia 
Storm , ,11,0,1986,5,31,PAK ,Pakistan ,South Asia ,Asia 
Storm , ,36,0,1988,7,23,PAK ,Pakistan ,South Asia ,Asia 
Cyclone , ,609,0,1993,11,14,PAK ,Pakistan ,South Asia ,Asia 
Storm , ,10,0,1994,5,12,PAK ,Pakistan ,South Asia ,Asia 
Storm , ,26,0,1994,7,4,PAK ,Pakistan ,South Asia ,Asia 
Storm , ,19,0,1997,10,21,PAK ,Pakistan ,South Asia ,Asia 
Storm , ,22,0,1997,6,27,PAK ,Pakistan ,South Asia ,Asia 
Storm , ,12,0,1998,6,10,PAK ,Pakistan ,South Asia ,Asia 
Cyclone ,2-A ,231,0,1999,5,20,PAK ,Pakistan ,South Asia ,Asia 
Storm , ,27,0,1999,8,13,PAK ,Pakistan ,South Asia ,Asia 
Tornado , ,4,0,2001,3,28,PAK ,Pakistan ,South Asia ,Asia 
Storm , ,14,0,2002,5,27,PAK ,Pakistan ,South Asia ,Asia 
Storm , ,51,0,2003,2,16,PAK ,Pakistan ,South Asia ,Asia 
Winter , ,58,0,2005,1,0,PAK ,Pakistan ,South Asia ,Asia 
Tornado , ,1,300,1964,9,13,PAN ,Panama ,Central America ,Americas 
Hurricane ,Joan ,30,60000,1988,10,21,PAN ,Panama ,Central America ,Americas 
Tornado , ,12,0,1992,7,6,PAN ,Panama ,Central America ,Americas 
Hurricane ,Mitch ,0,0,1998,10,26,PAN ,Panama ,Central America ,Americas 
Cyclone ,Hannah ,0,0,1972,5,0,PNG ,Papua New Guinea ,Oceania ,Oceania 
Cyclone ,Adel ,15,1500,1993,5,14,PNG ,Papua New Guinea ,Oceania ,Oceania 
Cyclone ,Justin ,32,0,1997,3,11,PNG ,Papua New Guinea ,Oceania ,Oceania 
Storm , ,33,0,1997,9,5,PRY ,Paraguay ,South America ,Americas 
Storm , ,0,0,2002,7,31,PRY ,Paraguay ,South America ,Americas 
Storm , ,60,0,1962,2,0,PER ,Peru ,South America ,Americas 
Winter , ,59,0,2002,7,0,PER ,Peru ,South America ,Americas 
Typhoon , ,240,0,1905,9,21,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon , ,0,10000,1912,10,0,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon , ,0,0,1931,8,7,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon , ,147,0,1932,4,29,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon , ,0,0,1934,10,15,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon , ,85,0,1934,11,10,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon , ,517,0,1936,10,5,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon , ,231,0,1937,11,15,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon , ,305,0,1938,12,4,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon , ,73,0,1940,12,3,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon , ,260,0,1946,11,0,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Rena ,1000,0,1949,10,31,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Iris ,156,0,1951,4,24,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Wanda ,87,0,1951,11,15,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Amy ,569,0,1951,12,9,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Emma ,19,0,1952,6,28,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Trixy; Wilma ,995,50000,1952,10,16,PHL ,Philippines ,South-east Asia ,Asia 
Winter , ,51,0,1955,1,0,PHL ,Philippines ,South-east Asia ,Asia 
Storm , ,93,0,1955,11,0,PHL ,Philippines ,South-east Asia ,Asia 
Storm , ,50,0,1956,7,0,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon , ,79,0,1956,12,0,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon , ,89,0,1957,7,0,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon , ,29,0,1959,12,0,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Karen ,56,2000,1960,4,22,PHL ,Philippines ,South-east Asia ,Asia 
Tropical storm ,Lucille ,234,0,1960,5,24,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Olive ,100,0,1960,6,23,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Kit ,150,0,1960,10,3,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Lola ,58,30000,1960,10,8,PHL ,Philippines ,South-east Asia ,Asia 
Storm , ,33,0,1960,8,0,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon , ,41,0,1962,7,0,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon , ,156,0,1962,8,0,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Carmen ,1,0,1963,8,10,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Winnie (Dading) ,56,8000,1964,6,29,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Louise ,580,35000,1964,11,19,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Aning ,18,1000,1966,12,28,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Emma (Welming) ,107,26500,1967,11,3,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Shirley ,0,0,1968,8,17,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Mamie; Nina; Ora ,50,9600,1968,11,22,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Viola ,11,0,1969,7,21,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Fran & Georgia ,137,2353,1970,8,31,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Joan; Kate ,1551,85500,1970,10,13,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Patsy ,786,97656,1970,11,19,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Oyang ,42,0,1970,9,4,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Katy (Pitang) ,0,598,1970,9,8,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Sening ,575,12110,1970,9,12,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Titang ,631,47397,1970,9,16,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Yoling ,80,12785,1970,11,17,PHL ,Philippines ,South-east Asia ,Asia 
Tropical storm ,Wanda ,95,700,1971,4,22,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Dinah (Herming) ,57,590,1971,5,24,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Elaine ,37,0,1971,10,2,PHL ,Philippines ,South-east Asia ,Asia 
Tropical storm ,Gloria ,57,0,1971,10,9,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Kit (Asiang) ,204,23000,1972,1,6,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Ora ,131,15000,1972,6,23,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Therese (Undang) ,100,10000,1972,12,3,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Nora (Luming) ,26,2000,1973,10,4,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Ruth ,50,5000,1973,10,14,PHL ,Philippines ,South-east Asia ,Asia 
Tropical storm ,Vera ,270,0,1973,11,20,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Dinah (Bising) ,106,1000,1974,6,8,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Ivy (Iliang) ,21,2000,1974,7,17,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Bess (Susang) ,26,9200,1974,10,10,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Carmen (Tering) ,13,11600,1974,10,15,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Elaine (Wening) ,23,21000,1974,10,25,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Gloria (Aning) ,3,3200,1974,11,4,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Irma (Bidang) ,11,7300,1974,11,23,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Lola (Auring) ,39,2161,1975,1,22,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Olga (Didang) ,274,85000,1976,5,17,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Ruby (Huaning) ,3,84100,1976,6,22,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Nora (Aring) ,110,9326,1976,12,2,PHL ,Philippines ,South-east Asia ,Asia 
Storm , ,0,0,1977,7,18,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Dinah (Openg) ,60,800,1977,9,15,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Kim (Unding) ,40,3600,1977,11,14,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,(Elang) ,4,0,1977,7,16,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,(Ibiang) ,0,25,1977,8,17,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Caroline ,0,0,1978,4,22,PHL ,Philippines ,South-east Asia ,Asia 
Tropical storm ,Nina ,59,0,1978,10,9,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Rita (Kading) ,340,115000,1978,10,26,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,(Atang) ,66,33254,1978,4,18,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,(Heling) ,49,3515,1978,8,9,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Elaine (Miding) ,47,11809,1978,8,20,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,(Weling) ,32,13989,1978,9,24,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,(Yaning) ,24,11893,1978,10,7,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,(Garding) ,0,624,1978,12,14,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Cecil ,18,10000,1979,4,15,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Irving ,6,0,1979,8,12,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,(Mameng) ,24,6100,1979,8,9,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,(Pepang) ,8,9733,1979,9,16,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,(Yayang) ,6,617,1979,11,4,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Joe ,31,15400,1980,7,21,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Kim ,40,0,1980,7,25,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Betty (Aring) ,101,102300,1980,11,6,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,(Biring) ,4,402,1980,3,20,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,(Ditang) ,0,289,1980,5,7,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,(Nitang/Osang) ,36,0,1980,7,19,PHL ,Philippines ,South-east Asia ,Asia 
Storm , ,214,2000,1981,7,0,PHL ,Philippines ,South-east Asia ,Asia 
Tropical storm , ,0,0,1981,7,4,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Clara ,55,6700,1981,9,20,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Irma (Anding) ,261,35000,1981,11,25,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Lee (Dinang) ,250,26000,1981,12,25,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,(Daling) ,210,7609,1981,6,28,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,(Rubing) ,5,12908,1981,8,16,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,(Yeyeng) ,4,167,1981,11,17,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Mamie ,117,0,1982,3,22,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Nelson (Bising) ,151,69000,1982,3,23,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Faye ,70,6500,1982,8,25,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,(Ruping) ,65,0,1982,9,5,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Nancy (Weling) ,96,32000,1982,10,12,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,(Akang) ,25,2400,1982,3,18,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,(Emang) ,10,4500,1982,7,12,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,(Norming) ,29,4200,1982,8,20,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,(Aning) ,0,5,1982,12,2,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Vera (Bebeng) ,115,1640,1983,7,14,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Ellen (Herming) ,3,430,1983,9,3,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Orchid (Warling) ,8,2250,1983,11,17,PHL ,Philippines ,South-east Asia ,Asia 
Tornado , ,2,0,1983,9,16,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,June (Maring) ,138,23000,1984,8,27,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Agnes (Undang) ,1079,96600,1984,11,3,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Ike (Nitang) ,1399,216700,1984,9,1,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Warren (Reming) ,63,190,1984,10,23,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Dot (Saling) ,81,62373,1985,10,15,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Hal (Kuring) and Irma (Daling) ,100,20000,1985,6,20,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Tess (Miling) ,5,660,1985,9,1,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Peggy (Gading) ,109,30710,1986,7,9,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Wayne (Miding) ,23,13150,1986,9,2,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Dom (Oyang) ,22,1200,1986,10,6,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Ellen (Daling) ,4,1400,1986,10,10,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Georgia (Ruping) ,2,36000,1986,10,17,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Narge (Aning) ,16,4000,1986,12,20,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Betty (Herming) ,85,98600,1987,8,8,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Lynn (Pedang) ,100,25000,1987,10,21,PHL ,Philippines ,South-east Asia ,Asia 
